age,satisfaction_score,total_properties_owned,total_investment_value,average_property_value,average_floor_area,client_type_corp,investment_purpose,loan_flag,investment_intensity,portfolio_size_score,investment_density,engagement_score
0.15846905508705764,0.6956248963363546,0.4382771650173578,-0.0574289566667744,-0.5360137199105478,-0.7562692835167611,0.0,-0.6738557951469003,1.296244877983732,-0.5360137199105478,-0.05742895666677441,0.6486157948139804,0.8307750940221916
0.6818250116943146,0.6956248963363546,1.6790949666393478,1.1583418785030253,-0.2452564906308813,-0.4263117778621179,0.0,-0.6738557951469003,1.296244877983732,-0.2452564906308805,1.1583418785030248,1.8585879899127515,1.5088779153959135
0.7981263353848161,-0.023551991653467837,1.6790949666393478,0.7264190956956706,-0.6611356248682677,-0.7309084540151141,0.0,-0.6738557951469003,1.296244877983732,-0.6611356248682677,0.7264190956956708,1.6982568067987125,0.6612493886787612
-0.24858557782969778,1.414801784326177,1.6790949666393478,1.625586914739569,0.20463286200703976,0.674068164269463,0.0,1.4839970320089038,-0.7714591717850942,0.2046328620070406,1.6255869147395687,1.1573184729872183,2.3565064421130657
0.5073730261585623,-1.4619057676331129,1.6790949666393478,2.5693677234919416,1.1133572018130722,1.126304431905141,0.0,-0.6738557951469003,1.296244877983732,1.1133572018130722,2.569367723491942,1.6681335828720698,-1.0340076647555436
-0.5393388870559517,-0.023551991653467837,0.4382771650173578,0.8261246018236101,0.5274040470599481,0.5624827371466602,0.0,-0.6738557951469003,1.296244877983732,0.5274040470599474,0.8261246018236109,0.4161726748744919,0.15267227264846966
1.84483824859933,1.414801784326177,0.4382771650173578,-0.7509227502523794,-1.3706814254458284,-1.3863558695927354,0.0,1.4839970320089038,-0.7714591717850942,-1.3706814254458284,-0.7509227502523796,0.37865857326590285,1.5088779153959135
-0.36488690152019937,-0.023551991653467837,1.6790949666393478,1.5020475808829579,0.08568236146938722,0.185833299384997,0.0,-0.6738557951469003,-0.7714591717850942,0.08568236146938722,1.5020475808829583,1.5280552381924841,0.6612493886787612
0.2166197169323084,-0.7427288796432903,0.4382771650173578,-0.6006391057918685,-1.189804673755259,-1.0676784874894378,0.0,-0.6738557951469003,1.296244877983732,-1.189804673755259,-0.6006391057918686,0.22689108750988712,-0.5254305487252522
0.7981263353848161,1.414801784326177,0.4382771650173578,1.486745403836942,1.3225068354993654,1.1025950569451002,0.0,-0.6738557951469003,1.296244877983732,1.3225068354993654,1.4867454038369425,0.6395776921443437,1.5088779153959135
1.9029889104445807,-0.023551991653467837,2.9199127682613377,1.9402807537784104,-0.3995161673495219,-0.5563388178135942,0.0,1.4839970320089038,-0.7714591717850942,-0.3995161673495219,1.9402807537784106,3.071941876407087,1.1698265047090526
0.7399756735395654,-0.023551991653467837,1.6790949666393478,0.561481364186019,-0.8199467913862114,-0.9140665429067627,0.0,-0.6738557951469003,1.296244877983732,-0.8199467913862114,0.5614813641860191,1.7268112234676243,0.6612493886787612
0.4492223643133115,0.6956248963363546,2.9199127682613377,1.8112379027593328,-0.5030574932869287,-0.44576026674374897,0.0,1.4839970320089038,-0.7714591717850942,-0.5030574932869295,1.811237902759334,2.7285007491157938,2.1869807367696352
0.15846905508705764,1.414801784326177,1.6790949666393478,0.737672220106271,-0.6503004945541685,-0.3724161254733418,0.0,-0.6738557951469003,1.296244877983732,-0.6503004945541685,0.7376722201062712,1.2522198128075597,2.3565064421130657
0.27477037877755917,0.6956248963363546,1.6790949666393478,1.825422413336929,0.3970455280081161,0.5713090170722553,0.0,-0.6738557951469003,-0.7714591717850942,0.3970455280081161,1.82542241333693,1.4698983112239068,1.5088779153959135
0.33292104062280997,-0.023551991653467837,1.6790949666393478,2.115316299714636,0.676171388662808,1.2968999083214776,0.0,-0.6738557951469003,-0.7714591717850942,0.6761713886628072,2.115316299714637,1.0790240248723448,0.6612493886787612
-0.13228425413919626,0.6956248963363546,0.4382771650173578,-0.27168385668833184,-0.7938842985008222,-0.8476660678382089,0.0,-0.6738557951469003,-0.7714591717850942,-0.7938842985008222,-0.2716838566883319,0.4536868871171242,0.8307750940221916
-0.24858557782969778,-1.4619057676331129,0.4382771650173578,-0.48362881104157207,-1.0489746978469294,-1.0676340338005654,0.0,-0.6738557951469003,1.296244877983732,-1.0489746978469294,-0.4836288110415722,0.40123028334560845,-1.203533370098974
0.33292104062280997,-0.023551991653467837,0.4382771650173578,-0.4100357087142819,-0.9604003134315338,-0.7579585236939085,0.0,1.4839970320089038,1.296244877983732,-0.9604003134315338,-0.41003570871428197,0.1622752010541864,0.15267227264846966
0.15846905508705764,-0.7427288796432903,1.6790949666393478,0.5777837915945342,-0.8042499129938422,-1.0679385415693408,0.0,1.4839970320089038,-0.7714591717850942,-0.8042499129938414,0.5777837915945336,1.983619069581442,-0.1863791380383913
1.7866875867540792,1.414801784326177,6.642366173127308,4.3333987437192425,-0.6313132016381379,-0.7134875472759367,0.0,-0.6738557951469003,-0.7714591717850942,-0.6313132016381379,4.333398743719243,6.61886629695774,5.747020548981674
1.7285369249088285,-0.023551991653467837,0.4382771650173578,0.01198199212101055,-0.45247284629409806,-0.5087733707202334,0.0,-0.6738557951469003,-0.7714591717850942,-0.45247284629409806,0.011981992121010551,0.46856949779305934,0.15267227264846966
0.2166197169323084,-0.7427288796432903,0.4382771650173578,0.6093854936284687,0.26654355225773885,0.15076378423363934,0.0,1.4839970320089038,-0.7714591717850942,0.26654355225773885,0.6093854936284688,0.5440473360546676,-0.5254305487252522
0.9725783209205685,0.6956248963363546,0.4382771650173578,-0.42748840351750467,-0.9814058377225241,-0.999164239515006,0.0,-0.6738557951469003,-0.7714591717850942,-0.9814058377225241,-0.4274884035175048,0.40374675734050713,0.8307750940221916
-0.13228425413919626,1.414801784326177,0.4382771650173578,-0.2561583105259589,-0.7751982307776649,-0.7298415654821788,0.0,-0.6738557951469003,1.296244877983732,-0.7751982307776649,-0.25615831052595894,0.34478107742502306,1.5088779153959135
0.3910717024680607,1.414801784326177,0.4382771650173578,0.917481339083811,0.6373581937004086,0.896129898977705,0.0,1.4839970320089038,-0.7714591717850942,0.6373581937004086,0.9174813390838111,0.24068370839460673,1.5088779153959135
2.1937422196708347,0.6956248963363546,1.6790949666393478,2.2110173742591495,0.7683176740901986,0.8452148664278154,0.0,-0.6738557951469003,1.296244877983732,0.7683176740901986,2.21101737425915,1.5910169754095607,1.5088779153959135
0.10031839324180684,-1.4619057676331129,1.6790949666393478,0.513208773914802,-0.8664263100606033,-1.0409729338994036,0.0,1.4839970320089038,1.296244877983732,-0.8664263100606033,0.5132087739148021,1.8458337987402085,-1.0340076647555436
-0.07413359229394548,1.414801784326177,0.4382771650173578,0.2618300674780784,-0.15176342146642294,-0.15355505636390543,0.0,-0.6738557951469003,-0.7714591717850942,-0.15176342146642294,0.26183006747807847,0.42422425921134105,1.5088779153959135
0.2166197169323084,1.414801784326177,0.4382771650173578,0.1188941499535551,-0.3237966760135627,-0.23289377757874247,0.0,-0.6738557951469003,-0.7714591717850942,-0.3237966760135627,0.11889414995355513,0.3258465364271067,1.5088779153959135
